code	term
7543.8.1	clasificadora de tableros de madera transformada
7543.8.1	clasificador de tableros aglomerados
7543.8.1	clasificador de tableros de conglomerado
7543.8.1	clasificador de tableros de madera transformada
7543.8.2	clasificadora de maderos
7543.8.2	clasificadora de maderos para la construcción
7543.8.2	clasificadora de tablones de madera
7543.8.2	clasificador de maderos
7543.8.2	clasificador de maderos para la construcción
7543.8.2	clasificador de tablones de madera
7543.8.3	clasificadora de pulpa de celulosa
7543.8.3	clasificadora de pulpa de madera
7543.8.3	clasificador de pulpa de celulosa
7543.8.3	clasificador de pulpa de madera
7543.8	clasificadora de productos
7543.8	clasificador de productos
7543.9.1	inspectora de calidad de calzado
7543.9.1	inspector de calidad de calzado
7543.9.1	supervisora de calidad de calzado
7543.9.1	supervisor de calidad de calzado
7543.9.2	controladora de calidad de artículos de cuero
7543.9.2	controlador de calidad de artículos de cuero
7543.9.2	supervisora de calidad de artículos de cuero
7543.9.2	supervisor de calidad de artículos de cuero
7543.9.3	clasificadora de productos metálicos
7543.9.3	clasificador de productos metálicos
7543.9.3	inspectora de control de calidad de productos metálicos
7543.9.3	inspector de control de calidad de productos metálicos
7543.9	controladora de calidad de productos
7543.9	controlador de calidad de productos
7543.9	supervisora de calidad de productos
7543.9	supervisor de calidad de productos
7544.1.1	fumigadora de plaguicidas
7544.1.1	fumigador de plaguicidas
7544.1	exterminadora de plagas
7544.1	exterminador de plagas
7544.1	fumigador
7544.1	fumigadora
7544.1	trabajadora de control de plagas
7544.1	trabajador de control de plagas
8111.1	técnica de bombeo de aguas (minería)
8111.1	técnica de desagüe (minería)
8111.1	técnica de drenaje
8111.1	técnica de drenaje en minería a cielo abierto
8111.1	técnica de drenaje en minería subterránea
8111.1	técnica de drenaje (minería)
8111.1	técnica de infraestructuras mineras
8111.1	técnico de bombeo de aguas (minería)
8111.1	técnico de desagüe (minería)
8111.1	técnico de drenaje
8111.1	técnico de drenaje en minería a cielo abierto
8111.1	técnico de drenaje en minería subterránea
8111.1	técnico de infraestructuras mineras
8111.2	barrenador
8111.2	barrenadora
8111.2	barrenera
8111.2	barrenero
8111.2	barrenista
8111.2	operadora de máquina perforadora de minas
8111.2	operador de máquina perforadora de minas
8111.2	perforadora de minas
8111.2	perforador de minas
8111.2	perforista
8111.3	cantera
8111.3	cantero
8111.3	minera
8111.3	minera de minería a cielo abierto
8111.3	minero
8111.3	minero de minería a cielo abierto
8111.3	operadora de cantera
8111.3	operadora de las industrias extractivas
8111.3	operadora de superficie en minería
8111.3	operador de cantera
8111.3	operador de las industrias extractivas
8111.3	operador de superficie en minería
8111.3	picador
8111.3	picadora
8111.3	trabajadora de minería a cielo abierto
8111.3	trabajadora de superficie en minería
8111.3	trabajador de minería a cielo abierto
8111.3	trabajador de superficie en minería
8111.4	minera
8111.4	minera de arranque de carbón
8111.4	minero
8111.4	minero de arranque de carbón
8111.4	operadora de equipo pesado subterráneo
8111.4	operadora de máquina de arranque
8111.4	operadora de maquinaria minera
8111.4	operador de equipo pesado subterráneo
8111.4	operador de máquina de arranque
8111.4	operador de maquinaria minera
8111.5	minera
8111.5	minera de minería subterránea
8111.5	minero
8111.5	minero de minería subterránea
8111.5	operadora de las industrias extractivas
8111.5	operador de las industrias extractivas
8111.5	picadora (minería)
8111.5	picador (minería)
8112.1	operadora de trituradora de minerales
8112.1	operador de trituradora de minerales
8112.2	operadora de horno calcinador
8112.2	operadora de planta de obtención y tratamiento de sal común
8112.2	operadora de procesamiento de minerales
8112.2	operadora de secadero de minerales
8112.2	operador de horno calcinador
8112.2	operador de planta de obtención y tratamiento de sal común
8112.2	operador de procesamiento de minerales
8112.2	operador de secadero de minerales
8112.3	operadora de extracción de mármol
8112.3	operadora de martillo neumático
8112.3	operadora de perforadora de rocas
8112.3	operador de extracción de mármol
8112.3	operador de martillo neumático
8112.3	operador de perforadora de rocas
8112.3	perforadora de rocas
8112.3	perforador de rocas
8112.3	perforista de rocas
8112.4	operadora de máquina de labrar piedra
8112.4	operador de máquina de labrar piedra
8113.1	encuellador
8113.1	encuelladora
8113.1	enganchadora en torre perforadora
8113.1	enganchador en torre perforadora
8113.1	torrera
8113.1	torrero
8113.2	motorista de equipo de perforación
8113.2	operadora de máquinas para la perforación de pozos
8113.2	operadora de máquinas para la perforación de pozos de gas
8113.2	operadora de máquinas para la perforación de pozos de petróleo
8113.2	operadora de perforación
8113.2	operador de máquinas para la perforación de pozos
8113.2	operador de máquinas para la perforación de pozos de gas
8113.2	operador de máquinas para la perforación de pozos de petróleo
8113.2	operador de perforación
8113.3	motorista de brigada de perforación
8113.3	operadora de equipos de perforación
8113.3	operador de equipos de perforación
8113.3	técnica de mantenimiento de equipos de perforación
8113.3	técnica de mantenimiento de pozos de gas
8113.3	técnica de mantenimiento de pozos de petróleo
8113.3	técnico de mantenimiento de equipos de perforación
8113.3	técnico de mantenimiento de pozos de gas
8113.3	técnico de mantenimiento de pozos de petróleo
8113.4	operadora de bombeo de líneas de conducción
8113.4	operadora de bombeo de oleoductos y gasoductos
8113.4	operadora de unidad de bombeo
8113.4	operador de bombeo de líneas de conducción
8113.4	operador de bombeo de oleoductos y gasoductos
8113.4	operador de unidad de bombeo
8113.5	enganchador
8113.5	enganchadora
8113.5	operaria de boca de pozo
8113.5	operario de boca de pozo
8113.5	peón
8113.5	peona
8113.5	peona de boca de pozo
8113.5	peona de perforación
8113.5	peón de boca de pozo
8113.5	peón de perforación
8113.6	enganchador
8113.6	enganchadora
8113.6	operaria de boca de pozo
8113.6	operario de boca de pozo
8113.6	peón
8113.6	peona
8113.6	peona de boca de pozo
8113.6	peón de boca de pozo
8113.7	capataz de perforación
8113.7	encargada de equipo de perforación
8113.7	encargada de turno
8113.7	encargado de equipo de perforación
8113.7	encargado de turno
8113.7	jefa de turno
8113.7	jefe de turno
8113.7	supervisora de perforación
8113.7	supervisor de perforación
8113.8	operadora de máquina tunelera
8113.8	operadora de perforadora de túnel
8113.8	operadora de tuneladora
8113.8	operador de máquina tunelera
8113.8	operador de perforadora de túnel
8113.8	operador de tuneladora
8113.9	excavadora de pozos
8113.9	excavador de pozos
8113.9	operadora de máquinas para perforar pozos
8113.9	operadora de perforación de pozos
8113.9	operador de máquinas para perforar pozos
8113.9	operador de perforación de pozos
8113.9	pocera
8113.9	pocero
8114.1	operadora de fábrica de asfalto
8114.1	operadora de fábrica de cemento
8114.1	operadora de fábrica de producción de asfalto
8114.1	operador de fábrica de asfalto
8114.1	operador de fábrica de cemento
8114.1	operador de fábrica de producción de asfalto
8114.2	operadora de máquina para elaborar bloques de hormigón
8114.2	operadora de máquina para elaborar prefabricados de hormigón
8114.2	operador de máquina para elaborar bloques de hormigón
8114.2	operador de máquina para elaborar prefabricados de hormigón
8114.3	operadora de fábrica de cemento
8114.3	operadora de fábrica de hormigón
8114.3	operadora de máquina para elaborar prefabricados de hormigón
8114.3	operadora de máquina para elaborar productos de hormigón
8114.3	operador de fábrica de cemento
8114.3	operador de fábrica de hormigón
8114.3	operador de máquina para elaborar prefabricados de hormigón
8114.3	operador de máquina para elaborar productos de hormigón
8114.4	constructora de celda electrolítica
8114.4	constructora de cuba electrolítica
8114.4	constructor de celda electrolítica
8114.4	constructor de cuba electrolítica
8114.4	operaria de cuba electrolítica
8114.4	operario de cuba electrolítica
8114.5	operadora de máquinas para elaborar prefabricados de hormigón
8114.5	operadora de moldeo de prefabricados de hormigón
8114.5	operador de máquinas para elaborar prefabricados de hormigón
8114.5	operador de moldeo de prefabricados de hormigón
8114.6	operadora de máquinas mezcladoras de pizarra
8114.6	operador de máquinas mezcladoras de pizarra
8114.7	operadora de máquina pulidora de piedra
8114.7	operadora de máquinas para pulir mármol
8114.7	operadora de máquinas para pulir piedra
8114.7	operador de máquina pulidora de piedra
8114.7	operador de máquinas para pulir mármol
8114.7	operador de máquinas para pulir piedra
8114.7	pulidora de granito
8114.7	pulidora de mármol
8114.7	pulidora de pavimentos
8114.7	pulidora de piedra
8114.7	pulidor de granito
8114.7	pulidor de mármol
8114.7	pulidor de pavimentos
8114.7	pulidor de piedra
8114.8	cantera
8114.8	cantero
8114.8	operadora de máquinas cortadoras de piedra
8114.8	operadora de máquinas para cortar piedra
8114.8	operador de máquinas cortadoras de piedra
8114.8	operador de máquinas para cortar piedra
8114.8	picapedrera
8114.8	picapedrero
8121.1	operadora de máquina de colada
8121.1	operador de máquina de colada
8121.2	operadora de extrusora
8121.2	operadora de máquina de extrusión
8121.2	operadora de máquina de extrusión en frío
8121.2	operadora de máquina extrusora
8121.2	operadora de máquina extrusora de metales
8121.2	operadora de máquina extrusora de plásticos
8121.2	operador de extrusora
8121.2	operador de máquina de extrusión
8121.2	operador de máquina de extrusión en frío
8121.2	operador de máquina extrusora
8121.2	operador de máquina extrusora de metales
8121.2	operador de máquina extrusora de plásticos
8121.3	operadora de horno de templado y recocción de metales
8121.3	operador de horno de templado y recocción de metales
8121.4	operadora de máquina perfiladora de metal
8121.4	operadora de máquina trefiladora
8121.4	operadora de máquina trefiladora de metales
8121.4	operador de máquina perfiladora de metal
8121.4	operador de máquina trefiladora
8121.4	operador de máquina trefiladora de metales
8121.4	técnica de máquina trefiladora
8121.4	técnico de máquina trefiladora
8121.4	trefilador
8121.4	trefiladora
8121.5	operadora de laminación de acero
8121.5	operadora de laminación de metales
8121.5	operadora de laminado en caliente
8121.5	operadora de laminado en frío
8121.5	operadora de laminador de metales
8121.5	operador de laminación de acero
8121.5	operador de laminación de metales
8121.5	operador de laminado en caliente
8121.5	operador de laminado en frío
8121.5	operador de laminador de metales
8121.6	operadora de formadoras de resortes
8121.6	operadora de máquinas para fabricar muelles
8121.6	operadora de máquinas para fabricar resortes
8121.6	operador de formadoras de resortes
8121.6	operador de máquinas para fabricar muelles
8121.6	operador de máquinas para fabricar resortes
8121.6	tornera de espiral
8121.6	tornera de muelles finos
8121.6	tornero de espiral
8121.6	tornero de muelles finos
8121.7	operadora de máquinas para fabricar tela metálica
8121.7	operador de máquinas para fabricar tela metálica
8122.10	operadora anticorrosión
8122.10	operadora de protección anticorrosiva
8122.10	operador anticorrosión
8122.10	operador de protección anticorrosiva
8122.10	operaria de tratamiento antioxidante
8122.10	operario de tratamiento antioxidante
8122.10	preparadora de pintura
8122.10	preparador de pintura
8122.11	operadora de máquina pulidora de superficie
8122.11	operador de máquina pulidora de superficie
8122.12	operadora de abrasión por tambor
8122.12	operadora de máquinas pulidoras de tambor
8122.12	operadora de tambor de pulido
8122.12	operadora de tambor de pulimentado
8122.12	operador de abrasión por tambor
8122.12	operador de máquinas pulidoras de tambor
8122.12	operador de tambor de pulido
8122.12	operador de tambor de pulimentado
8122.1	operadora de equipos de chorreado con arena
8122.1	operadora de pistola de chorro de arena
8122.1	operadora de proyección de abrasivos
8122.1	operador de equipos de chorreado con arena
8122.1	operador de pistola de chorro de arena
8122.1	operador de proyección de abrasivos
8122.2	anodizador
8122.2	anodizadora
8122.2	operadora de máquina de anodización
8122.2	operadora de máquinas de anodización
8122.2	operador de máquinas de anodización
8122.2	técnica de máquina de anodización
8122.2	técnico de máquina de anodización
8122.3	operadora de máquina recubridora de metales
8122.3	operador de máquina recubridora de metales
8122.4	operadora de pulidora cilíndrica
8122.4	operador de pulidora cilíndrica
8122.5	operadora de desbarbadora
8122.5	operadora de máquinas de desbarbado
8122.5	operadora de máquinas de desbarbar
8122.5	operadora de máquinas para desbarbar
8122.5	operadora de máquinas rebabadoras
8122.5	operador de desbarbadora
8122.5	operador de máquinas de desbarbado
8122.5	operador de máquinas de desbarbar
8122.5	operador de máquinas para desbarbar
8122.5	operador de máquinas rebabadoras
8122.6	operadora de máquinas de impregnado por inmersión
8122.6	operadora de máquinas recubridoras de metales por inmersión
8122.6	operador de máquinas de impregnado por inmersión
8122.6	operador de máquinas recubridoras de metales por inmersión
8122.6	técnica de máquinas recubridoras de metales por inmersión
8122.6	técnico de máquinas recubridoras de metales por inmersión
8122.7	operadora de máquina de galvanizado
8122.7	operadora de máquinas de galvanización
8122.7	operadora de máquinas de galvanoplastia
8122.7	operador de máquina de galvanizado
8122.7	operador de máquinas de galvanización
8122.7	operador de máquinas de galvanoplastia
8122.8	esmaltador
8122.8	esmaltadora
8122.8	esmaltadora de joyas
8122.8	esmaltador de joyas
8122.8	operadora de esmaltado
8122.8	operadora de máquinas para esmaltar
8122.8	operador de esmaltado
8122.8	operador de máquinas para esmaltar
8122.8	técnica de máquinas para esmaltar
8122.8	técnico de máquinas para esmaltar
8122.9	operadora de máquina limadora
8122.9	operador de máquina limadora
8131.10	operadora de horno de cal
8131.10	operadora de horno giratorio
8131.10	operadora de horno vertical
8131.10	operador de horno de cal
8131.10	operador de horno giratorio
8131.10	operador de horno vertical
8131.10	operaria de horno de cal
8131.10	operario de horno de cal
8131.11	operadora de sala de control central (minas)
8131.11	operadora de sala de control de minería
8131.11	operadora de sala de control minera
8131.11	operador de sala de control central (minas)
8131.11	operador de sala de control de minería
8131.11	operador de sala de control minera
8131.12	operadora de nitrificación
8131.12	operador de nitrificación
8131.13	neutralizadora de nitroglicerina
8131.13	neutralizador de nitroglicerina
8131.13	operadora de neutralización de nitroglicerina
8131.13	operadora de producción de nitroglicerina
8131.13	operador de neutralización de nitroglicerina
8131.13	operador de producción de nitroglicerina
8131.14	operadora de separación de nitroglicerina
8131.14	operador de separación de nitroglicerina
8131.15	operadora de máquinas de preparación de fibras, hilado y devanado
8131.15	operadora de máquinas para elaborar filamentos no tejidos
8131.15	operadora de máquinas para fabricar filamentos no tejidos
8131.15	operador de máquinas de preparación de fibras, hilado y devanado
8131.15	operador de máquinas para elaborar filamentos no tejidos
8131.15	operador de máquinas para fabricar filamentos no tejidos
8131.16	operadora de máquinas para elaborar perfumes
8131.16	operadora de máquinas para fabricar perfumes
8131.16	operador de máquinas para elaborar perfumes
8131.16	operador de máquinas para fabricar perfumes
8131.17	operadora de máquinas de comprimir
8131.17	operadora de máquinas de elaborar comprimidos y tabletas
8131.17	operadora de producción de comprimidos
8131.17	operadora de producción de tabletas
8131.17	operador de máquinas de comprimir
8131.17	operador de máquinas de elaborar comprimidos y tabletas
8131.17	operador de producción de comprimidos
8131.17	operador de producción de tabletas
8131.18	operadora de máquinas para la compresión del jabón
8131.18	operadora de máquinas para la producción de jabón
8131.18	operador de máquinas para la compresión del jabón
8131.18	operador de máquinas para la producción de jabón
8131.19.1	operadora de máquinas para picar jabón
8131.19.1	operadora de picado de jabón
8131.19.1	operador de máquinas para picar jabón
8131.19.1	operador de picado de jabón
8131.19.1	operaria de máquinas para picar jabón
8131.19.1	operario de máquinas para picar jabón
8131.19.2	operadora de secadero de jabón
8131.19.2	operadora de secado de jabón en escamas
8131.19.2	operadora de secado del jabón
8131.19.2	operador de secadero de jabón
8131.19.2	operador de secado de jabón en escamas
8131.19.2	operador de secado del jabón
8131.19	jabonera
8131.19	jabonero
8131.19	maestra jabonera
8131.19	maestro jabonero
8131.19	operadora de jabonería
8131.19	operador de jabonería
8131.19	operaria de fábrica de jabón
8131.19	operaria de jabonería
8131.19	operario de fábrica de jabón
8131.19	operario de jabonería
8131.1	operadora de máquina encapsuladora
8131.1	operadora de máquinas encapsuladoras de medicamentos
8131.1	operadora de máquinas para fabricar productos farmacéuticos
8131.1	operador de máquinas encapsuladoras
8131.1	operador de máquinas encapsuladoras de medicamentos
8131.1	operador de máquinas para fabricar productos farmacéuticos
8131.20	operadora de control de la fabricación de jabón
8131.20	operadora de control de la producción de jabón
8131.20	operador de control de la fabricación de jabón
8131.20	operador de control de la producción de jabón
8131.20	operaria de control de la fabricación de jabón
8131.20	operaria de control de la producción de jabón
8131.20	operario de control de la fabricación de jabón
8131.20	operario de control de la producción de jabón
8131.21	operadora de blanqueo de cera
8131.2.1	operadora de instalaciones para fabricar abonos
8131.2.1	operadora de máquinas para fabricar abonos
8131.2.1	operadora de máquinas para fabricar fertilizantes
8131.21	operador de blanqueo de cera
8131.2.1	operador de instalaciones para fabricar abonos
8131.2.1	operador de instalaciones para fabricar fertilizantes
8131.2.1	operador de máquinas para fabricar abonos
8131.2.1	operador de máquinas para fabricar fertilizantes
8131.2.2	operadora de máquinas para fabricar lacas
8131.2.2	operadora de máquinas para fabricar lacas y barnices
8131.2.2	operadora de molino para fabricar lacas
8131.2.2	operador de máquinas para fabricar lacas
8131.2.2	operador de máquinas para fabricar lacas y barnices
8131.2.2	operador de molino para fabricar lacas
8131.2.3	operadora de fabricación de pinturas
8131.2.3	operadora de máquina mezcladora de pintura
8131.2.3	operadora de máquinas para fabricar pinturas
8131.2.3	operadora de molino para fabricar pinturas
8131.2.3	operador de fabricación de pinturas
8131.2.3	operador de máquina mezcladora de pintura
8131.2.3	operador de máquinas para fabricar pinturas
8131.2.3	operador de molino para fabricar pinturas
8131.2.4	operadora de máquinas para fabricar fungicidas
8131.2.4	operadora de máquinas para fabricar insecticidas
8131.2.4	operadora de máquinas para fabricar pesticidas
8131.2.4	operadora de máquinas para fabricar plaguicidas
8131.2.4	operador de máquinas para fabricar fungicidas
8131.2.4	operador de máquinas para fabricar insecticidas
8131.2.4	operador de máquinas para fabricar pesticidas
8131.2.4	operador de máquinas para fabricar plaguicidas
8131.2.5	mezcladora de explosivos iniciadores
8131.2.5	mezcladora de sustancias químicas inflamables
8131.2.5	mezclador de explosivos iniciadores
8131.2.5	mezclador de sustancias químicas inflamables
8131.2.6	operadora de máquinas para fabricar barnices
8131.2.6	operadora de máquinas para fabricar barnices y pinturas
8131.2.6	operadora de procesos de fabricación de barnices
8131.2.6	operador de máquinas para fabricar barnices
8131.2.6	operador de máquinas para fabricar barnices y pinturas
8131.2.6	operador de procesos de fabricación de barnices
8131.2	operadora de mezcladora de sustancias químicas
8131.2	operador de mezcladora de sustancias químicas
8131.3	fundidora en alto horno
8131.3	fundidor en alto horno
8131.3	operadora de alto horno
8131.3	operadora de horno de coque
8131.3	operadora de horno industrial
8131.3	operador de alto horno
8131.3	operador de horno de coque
8131.3	operador de horno industrial
8131.3	técnica de coquización
8131.3	técnico de coquización
8131.4	operadora de máquinas para elaborar cosméticos
8131.4	operadora de máquinas para fabricar cosméticos
8131.4	operador de máquinas para elaborar cosméticos
8131.4	operador de máquinas para fabricar cosméticos
8131.5	operadora de destilación de petróleo
8131.5	operadora de refinería de petróleo
8131.5	operador de destilación de petróleo
8131.5	operador de refinería de petróleo
8131.5	técnica de destilación de petróleo
8131.5	técnica de refinería de petróleo
8131.5	técnico de destilación de petróleo
8131.5	técnico de refinería de petróleo
8131.6	encargada de secadero pirotécnico
8131.6	encargado de secadero pirotécnico
8131.6	operadora de pirotecnia
8131.6	operadora de secadero pirotécnico
8131.6	operador de pirotecnia
8131.6	operador de secadero pirotécnico
8131.6	operaria de producción  de artículos pirotécnicos
8131.6	operaria pirotécnica
8131.6	operario de producción  de artículos pirotécnicos
8131.6	operario pirotécnico
8131.6	pirotécnica
8131.6	pirotécnico
8131.7	operadora de fermentador
8131.7	operador de fermentador
8131.7	operaria de fermentador
8131.7	operaria de procesos de fermentación de productos farmacéuticos
8131.7	operaria de procesos de fermentación de sustancias químicas
8131.7	operario de fermentador
8131.7	operario de procesos de fermentación de productos farmacéuticos
8131.7	operario de procesos de fermentación de sustancias químicas
8131.8	operadora de aforo de petróleo
8131.8	operadora de flujo de petróleo
8131.8	operadora de sistemas de bombeo de petróleo
8131.8	operador de aforo de petróleo
8131.8	operador de flujo de petróleo
8131.8	operador de sistemas de bombeo de petróleo
8131.9	operadora de granulador de comprimidos
8131.9	operadora de máquina granuladora de comprimidos medicamentosos
8131.9	operadora de máquinas granuladoras
8131.9	operador de granulador de comprimidos
8131.9	operador de máquina granuladora de comprimidos medicamentosos
8131.9	operador de máquinas granuladoras
8132.1	operadora de máquinas para el revelado de películas de cine
8132.1	operadora de revelado de laboratorio cinematográfico
8132.1	operador de máquinas para el revelado de películas de cine
8132.1	operador de revelado de laboratorio cinematográfico
8132.1	técnica de revelado de laboratorio cinematográfico
8132.1	técnica de revelado de películas de cine
8132.1	técnico de revelado de laboratorio cinematográfico
8132.1	técnico de revelado de películas de cine
8132.2	operadora de máquinas para el revelado de fotografías
8132.2	operadora de revelado de laboratorio fotográfico
8132.2	operador de máquinas para el revelado de fotografías
8132.2	operador de revelado de laboratorio fotográfico
8132.2	técnica de revelado de laboratorio  fotográfico
8132.2	técnica de revelado de laboratorio fotográfico
8132.2	técnico de revelado de laboratorio fotográfico
8141.1.1	operadora de fabricación de bandas y correas de caucho
8141.1.1	operadora de fabricación de bandas y correas transportadoras
8141.1.1	operador de fabricación de bandas y correas de caucho
8141.1.1	operador de fabricación de bandas y correas transportadoras
8141.1.1	técnica de bandas y correas de caucho
8141.1.1	técnico de bandas y correas de caucho
8141.1.1	vulcanizadora de bandas y correas transportadoras
8141.1.1	vulcanizador de bandas y correas transportadoras
8141.1.2	operadora de coagulación de látex
8141.1.2	operadora de coagulación del caucho
8141.1.2	operadora de máquinas para la fabricación de caucho
8141.1.2	operador de coagulación de látex
8141.1.2	operador de coagulación del caucho
8141.1.2	operador de máquinas para la fabricación de caucho
8141.1.2	operaria de coagulación del caucho
8141.1.2	operario de coagulación del caucho
8141.1.3	moldeadora de espuma de caucho
8141.1.3	moldeador de espuma de caucho
8141.1.3	operadora de máquina mezcladora de caucho
8141.1.3	operadora de máquina mezcladora de espuma de caucho
8141.1.3	operadora de máquina mezcladora de espuma de poliuretano
8141.1.3	operador de máquina mezcladora de caucho
8141.1.3	operador de máquina mezcladora de espuma de caucho
8141.1.3	operador de máquina mezcladora de espuma de poliuretano
8141.1.3	operaria de máquina mezcladora de espuma de caucho
8141.1.3	operario de máquina mezcladora de espuma de caucho
8141.1.4	cortadora de caucho
8141.1.4	cortadora de placas de caucho
8141.1.4	cortador de caucho
8141.1.4	cortador de placas de caucho
8141.1.4	operadora de máquina cortadora de caucho
8141.1.4	operador de máquina cortadora de caucho
8141.1.4	operaria de producción de planchas de caucho
8141.1.4	operario de producción de planchas de caucho
8141.1.5	operadora de máquina de inmersión para caucho
8141.1.5	operadora de máquinas para el procesamiento del caucho
8141.1.5	operador de máquina de inmersión para caucho
8141.1.5	operador de máquinas para el procesamiento del caucho
8141.1.6	operadora de moldeo de correas trapezoidales
8141.1.6	operador de moldeo de correas trapezoidales
8141.1.7	confeccionadora de neumáticos
8141.1.7	confeccionador de neumáticos
8141.1.7	operadora de máquinas para elaborar neumáticos
8141.1.7	operadora de máquinas para la fabricación de neumáticos
8141.1.7	operador de máquinas para elaborar neumáticos
8141.1.7	operador de máquinas para la fabricación de neumáticos
8141.1.7	operaria de confección de neumáticos
8141.1.7	operaria de fabricación de neumáticos
8141.1.7	operario de confección de neumáticos
8141.1.7	operario de fabricación de neumáticos
8141.1.8	operadora de máquinas de vulcanización de neumáticos
8141.1.8	operadora de máquinas para recauchutar neumáticos
8141.1.8	operador de máquinas de vulcanización de neumáticos
8141.1.8	operador de máquinas para recauchutar neumáticos
8141.1.8	reparadora de neumáticos
8141.1.8	reparador de neumáticos
8141.1.8	vulcanizadora de neumáticos
8141.1.8	vulcanizador de neumáticos
8141.1.9.1	operadora de recubrimiento de correas trapezoidales
8141.1.9.1	operador de recubrimiento de correas trapezoidales
8141.1.9.2	operadora de acabado de correas trapezoidales
8141.1.9.2	operador de acabado de correas trapezoidales
8141.1.9	confeccionadora de correas trapezoidales
8141.1.9	confeccionador de correas trapezoidales
8141.1.9	operadora de máquinas para confeccionar correas trapezoidales
8141.1.9	operador de máquinas para confeccionar correas trapezoidales
8141.1	operadora de cilindro mezclador de caucho
8141.1	operadora de extrusora de caucho
8141.1	operadora de máquinas para fabricar productos de caucho
8141.1	operador de cilindro mezclador de caucho
8141.1	operador de extrusora de caucho
8141.1	operador de máquinas para fabricar productos de caucho
8142.10	operadora de equipos de tratamiento térmico del plástico
8142.10	operador de equipos de tratamiento térmico del plástico
8142.10	operaria de tratamiento térmico
8142.10	operario de tratamiento térmico
8142.10	técnica de equipos de tratamiento térmico
8142.10	técnico de equipos de tratamiento térmico
8142.11	operadora de laminador de plásticos
8142.11	operadora de máquina laminadora de plásticos
8142.11	operadora de máquinas de laminado de plásticos
8142.11	operadora de máquinas para laminar plásticos
8142.11	operador de laminador de plásticos
8142.11	operador de máquina laminadora de plásticos
8142.11	operador de máquinas de laminado de plásticos
8142.11	operador de máquinas para laminar plásticos
8142.11	operaria de laminador de plásticos
8142.11	operario de laminador de plásticos
8142.12	operadora de máquinas de pultrusión
8142.12	operadora de máquinas de pultrusión (fibra de vidrio)
8142.12	operadora de máquinas de pultrusión (plásticos)
8142.12	operadora de pultrusión
8142.12	operador de máquinas de pultrusión
8142.12	operador de máquinas de pultrusión (fibra de vidrio)
8142.12	operador de máquinas de pultrusión (plásticos)
8142.12	operador de pultrusión
8142.12	operaria de máquinas de pultrusión (fibra de vidrio)
8142.12	operaria de máquinas de pultrusión (plásticos)
8142.12	operaria de procesos termoplásticos
8142.12	operario de máquinas de pultrusión (fibra de vidrio)
8142.12	operario de máquinas de pultrusión (plásticos)
8142.12	operario de procesos termoplásticos
8142.13	operadora de máquinas para fabricar discos de vinilo
8142.13	operadora de prensa de discos
8142.13	operadora de prensa de discos de vinilo
8142.13	operadora de prensado de discos de vinilo
8142.13	operador de máquinas para fabricar discos de vinilo
8142.13	operador de prensa de discos
8142.13	operador de prensa de discos de vinilo
8142.13	operador de prensado de discos de vinilo
8142.13	técnica de prensa de discos de vinilo
8142.13	técnico de prensa de discos de vinilo
8142.14	operadora de máquinas de conformación de plástico por vacío
8142.14	operador de máquinas de conformación de plástico por vacío
8142.14	operaria de fabricación de plásticos
8142.14	operaria de máquinas de conformación de plástico por vacío
8142.14	operario de fabricación de plásticos
8142.14	operario de máquinas de conformación de plástico por vacío
8142.14	técnicade máquinas de conformación de plástico por vacío
8142.14	técnico de máquinas de conformación de plástico por vacío
8142.1	operadora de máquinas de moldear plástico por soplado
8142.1	operadora de máquinas de moldear por soplado
8142.1	operadora de máquinas moldeadoras de plástico por soplado
8142.1	operador de máquinas de moldear plástico por soplado
8142.1	operador de máquinas de moldear por soplado
8142.1	operador de máquinas moldeadoras de plástico por soplado
8142.1	operaria de máquinas para la fabricación de plásticos
8142.1	operario de máquinas para la fabricación de plásticos
8142.2	especialista en prensado de plásticos
8142.2	operadora de prensa hidráulica
8142.2	operador de prensa hidráulica
8142.3	operadora de máquinas de moldear plástico por compresión
8142.3	operador de máquinas de moldear plástico por compresión
8142.4	operadora de laminado de fibra de vidrio
8142.4	operadora de máquinas para laminar fibra de vidrio
8142.4	operador de laminado de fibra de vidrio
8142.4	operador de máquinas para laminar fibra de vidrio
8142.4	técnica de laminado de fibra de vidrio
8142.4	técnico de laminado de fibra de vidrio
8142.5	operadora de moldeo de fibra de vidrio por espray
8142.5	operador de moldeo de fibra de vidrio por espray
8142.5	técnica de moldeo de fibra de vidrio por espray
8142.5	técnico de moldeo de fibra de vidrio por espray
8142.6	operadora de máquinas devanadoras
8142.6	operadora de máquinas para el devanado de filamentos
8142.6	operador de máquinas devanadoras
8142.6	operador de máquinas para el devanado de filamentos
8142.6	operaria de máquinas para el devanado de filamentos
8142.6	operario de máquinas para el devanado de filamentos
8142.7.1	operadora de máquinas para moldear discos ópticos
8142.7.1	operador de máquinas para moldear discos ópticos
8142.7.1	operaria de máquinas para moldear discos ópticos
8142.7.1	operario de máquinas para moldear discos ópticos
8142.7.1	técnica de máquinas para moldear discos ópticos
8142.7.1	técnico de máquinas para moldear discos ópticos
8142.7	operadora de máquinas de moldear plástico por inyección
8142.7	operadora de moldeo de termoplásticos
8142.7	operador de máquinas de moldear plástico por inyección
8142.7	operador de moldeo de termoplásticos
8142.7	operaria de máquinas de moldear plástico por inyección
8142.7	operario de máquinas de moldear plástico por inyección
